88	0	1	2	3	4															
87	5	6	7	8	9															
86	10	11																		
81	12	13																		
80	6	14	15	16	4															
77	15	17	16	18	19															
76	20	21	1	22	23															
75	24	25	26	12	15	1	23													
74	24	25	26	12	15	1	23													
73	8	12	15	7																
72	27	28																		
71	29	30																		
70	1	31																		
68	32	33	34	35																
67	3	16	36	14	37															
60	38	33	9	39																
59	40	26	41	2	42															
57	43	44																		
56	45	27	32	46	34															
53	45	15	32	25	14															
52	5	7	43	47																
51	48	49																		
46	50	10	51																	
45	5																			
42	52	53																		
41	40	54	26	55	56															
40	40	54	26	55	56															
38	57	10	52	50	58															
37	57	10	52	50	58															
34	32	59																		
33	20	60																		
31	43	61																		
30	17	62																		
28	46	32	63	64																
27	1	36	65																	
25	66	67																		
24	68	69																		
20	48	32	70																	
19	24	0	29	71																
18	63	72																		
16	46	73																		
14	20	66	21	22	74															
13	0	75																		
11	25	18	76																	
10	27	33	77																	
9	2	38	78																	
8	27	68	79																	
4	55	0	80																	
2	41	81	82																

76 33 14 88 75 74 70 27 25 19 13 4 53 11 59 41 40 81 73 80 77 56 68 34 28 87 67 72 10 51 52 45 9 30 2 
   33 14 88 75 74 70 27 25 19 13 4 53 11 59 41 40 81 73 80 77 56 68 34 28 87 67 72 10 51 52 45 9 30 2

20 21 1 22 66 0 24 25 26 12 15 55 45 40 54 8 6 14 5 7 3 16 36 2 17 41
20 21 1 22 66 0 24 25 26 12 15 55 45 40 54 8 6 14 5 7 3 16 36 2 17 41
